"1624006317261348864 2023-02-10 11:24:13 +0000 <jess_sosnoski> @CHRISsW0RLD @The_Trump_Train @dan_mcnichols @Atheen_ @thandar324 @V_Hawtmess1 @SheriCarter18 @DanielKlatt @NavinJohnson @tooosunny @StevieaB @jess_sosnoski @xephula @finaltelegraph @americadefiant #trump #freespeech #socialmedia #video #patriot Trump/patriot-friendly free speech social media &amp; video sites... -  https://t.co/zqpIQuTkmA
",Text,Positive Emojis,Negative Emojis,Sentiment Score,Sentiment
"1622972269369909250 2023-02-07 14:55:17 +0000 <Ropuland> @FerRadio Las 9 vidas no se hubieran cagado si en vez de hacerse los poronga al salir del boliche, hubiesen dicho: ya fue! No nos agarremos a trompadas, Vamos al Mc Donald's. Decisiones!!
",ropuland las vidas no se hubieran cagado si en vez de hacerse los poronga al salir del boliche hubiesen dicho ya fue no nos agarremos a trompadas vamos al mc donalds decisiones,0,0,-0.5267,negative
"1623263697530503168 2023-02-08 10:13:18 +0000 <shopfilm> Maybe Elon is even controlling the reach of these posts - today? Google did it a lot &amp; Trump called them out for it - if he couldn’t find this twitter feed during his tenure on Google, that’s how relevant we have been. Of course now it’s all a detriment 2 wellbeing &amp; all sorts.
",shopfilm maybe elon is even controlling the reach of these posts today google did it a lot amp trump called them out for it if he couldn’t find this twitter feed during his tenure on google that’s how relevant we have been of course now it’s all a detriment wellbeing amp all sorts,0,0,0.0258,positive
"1623339031202344962 2023-02-08 15:12:39 +0000 <exagerationsor> @SpeakerMcCarthy Huckabee addresses Trump presidential campaign. Time for a new younger generation of republicans, the choice is between crazy and normal. We agree we need a new Republican leadership. TN strong 💪
",exagerationsor huckabee addresses trump presidential campaign time for a new younger generation of republicans the choice is between crazy and normal we agree we need a new republican leadership tn strong 💪,0,0,0.5267,positive
"1623349766040977409 2023-02-08 15:55:19 +0000 <ncguy1420> Donald Trump posts meme accusing Ron DeSantis of 'grooming high school girls'  https://t.co/TbreuWamar
",ncguy donald trump posts meme accusing ron desantis of grooming high school girls,0,0,-0.1779,negative
"1623695668517666816 2023-02-09 14:49:48 +0000 <2Begone> @Emilio2763 Emilio buys Trump NFTs
",begone emilio buys trump nfts,0,0,0.0,neutral
"1623338303306055687 2023-02-08 15:09:46 +0000 <ScouseAnarchist> @EuphoriTori So trump isn't a man?
",scouseanarchist so trump isnt a man,0,0,0.0,neutral
"1623425362125549568 2023-02-08 20:55:42 +0000 <Richard02181993> Thank you, Lord Jesus for sending us your servant, President, Donald J Trump🇺🇸
",richard thank you lord jesus for sending us your servant president donald j trump🇺🇸,0,0,0.3612,positive
"1622992911787864075 2023-02-07 16:17:18 +0000 <NBAZoro> @POTUS You’ve done it again Joe! Record breaking jobs, absolutely PHENOMENAL gas prices, and building back AMERICA from the tyranny of Donald Trump! I will wholeheartedly speak for ALL Americans when I say that you are the best president we’ve ever had. God speed to you sir!
",nbazoro you’ve done it again joe record breaking jobs absolutely phenomenal gas prices and building back america from the tyranny of donald trump i will wholeheartedly speak for all americans when i say that you are the best president we’ve ever had god speed to you sir,0,0,0.743,positive
"1623345099949178880 2023-02-08 15:36:46 +0000 <TKTOM> @jerseyshoreRE4U Trump is a treasonous liar through his entire administration. Next question.
",tktom trump is a treasonous liar through his entire administration next question,0,0,-0.7906,negative
"1622994848017190913 2023-02-07 16:25:00 +0000 <VoiceMaga> Donald Trump’s RINO in Blue States Becomes a Blowout   https://t.co/eAeHaMZ9E0
",voicemaga donald trump’s rino in blue states becomes a blowout,0,0,0.0,neutral
"1623432059317542913 2023-02-08 21:22:19 +0000 <RelaxFactsRFun> @TheMaskInvestor @tedlieu @POTUS .  Speaking of polls....  Most Americans want Trump indicted.   https://t.co/GYcReZlbPM
",relaxfactsrfun speaking of polls most americans want trump indicted,0,0,0.1477,positive
"1622954947468840960 2023-02-07 13:46:27 +0000 <BTBureaucrat> @donald_PL_ Dlaczego nie? Właśnie mówmy. Hej, jeśli to ograniczy ilość chemii spożywczej (bo nawet pozyskanie barwników swoje dodaje), to jakiś benefit. A to, że nigdy nie wspominano publice skąd i jak się je pozyskuje, to inna, równie przykra sprawa.
",btbureaucrat dlaczego nie właśnie mówmy hej jeśli to ograniczy ilość chemii spożywczej bo nawet pozyskanie barwników swoje dodaje to jakiś benefit a to że nigdy nie wspominano publice skąd i jak się je pozyskuje to inna równie przykra sprawa,0,0,0.4588,positive
"1622954556765384707 2023-02-07 13:44:54 +0000 <DHowdah> @toonsgowild As evidenced by your profile picture, your favorite Regular Show episode is ""Rap it Up"", featuring Donald Glover, MC Lyte, and Tyler, The Creator.
",dhowdah as evidenced by your profile picture your favorite regular show episode is rap it up featuring donald glover mc lyte and tyler the creator,0,0,0.4588,positive
"1623996367763918867 2023-02-10 10:44:41 +0000 <RoboMax72> Agree OR CHARGE TRUMP WITH ANYTHING!
",robomax agree or charge trump with anything,0,0,0.3612,positive
"1623003673621147651 2023-02-07 17:00:04 +0000 <pilylastra> @cronica !!!! ROSALIA PARISTE UN ASESINO !!! y cadena perpetua es poco, Tenía q  ser pena capital.. y si reencarna ese otro cuerpo debería cumplir 90 años más de prisión ..y así indefinidamente.. DEBERIAS HABER  PARIDO TRAS REJAS ...No Debía conocer ni la luz del sol ni un Mc Donald.
",pilylastra rosalia pariste un asesino y cadena perpetua es poco tenía q ser pena capital y si reencarna ese otro cuerpo debería cumplir años más de prisión y así indefinidamente deberias haber parido tras rejas no debía conocer ni la luz del sol ni un mc donald,0,0,-0.296,negative
"1623336299523452930 2023-02-08 15:01:48 +0000 <BillJon30368044> @gabepaps2 @PresidntTicTac @RpsAgainstTrump @Kidskatsandogs Marj calls out the blatant LIES of biden because she is tired of the pandering and career long bullshit of the most corrupt official in recent government history !!...WE ALL KNOW WHO HE REALLY IS.. quit closing your eyes or you'll throw away your FREEDOM for petty hatred of Trump  https://t.co/muXRN2h6GH
",billjon marj calls out the blatant lies of biden because she is tired of the pandering and career long bullshit of the most corrupt official in recent government history we all know who he really is quit closing your eyes or youll throw away your freedom for petty hatred of trump,0,0,-0.8834,negative
"1622985235443884033 2023-02-07 15:46:48 +0000 <AnarchistMary> @RepBrianHiggins @3407Families @TransportDems Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623335380043939843 2023-02-08 14:58:09 +0000 <lewisjelah> @TuckerCarlson They were just flying to mar a lago for a golf outing with trump &amp; to have a look at the thousands of remaking top secret documents… PTL
",lewisjelah they were just flying to mar a lago for a golf outing with trump amp to have a look at the thousands of remaking top secret documents… ptl,0,0,0.6597,positive
"1624000880365150208 2023-02-10 11:02:37 +0000 <AnarchistMary> @luisferre @byjayroot Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1622989963330453508 2023-02-07 16:05:35 +0000 <ABA75150565> Today in ABA history... ...February 7, 1970  Indiana Pacers    122 Miami Floridians 115 **Anderson HS(IN) **Attendance 7,368  *Mel Daniels 28 pts/25 reb *Freddie Lewis 28 pts *Roger Brown 27 pts *Bob Netolicky 23 pts  *Donald Sidle 29 pts/14 reb *Simmie Hill 20 pts
",aba today in aba history february indiana pacers miami floridians anderson hsin attendance mel daniels pts reb freddie lewis pts roger brown pts bob netolicky pts donald sidle pts reb simmie hill pts,0,0,0.0,neutral
"1623696237638590465 2023-02-09 14:52:04 +0000 <JoanPennnative> Trump Put Nearly $1 Million Of Donor Money Into His Own Pockets Since Leaving Office  https://t.co/nPq801drx5
",joanpennnative trump put nearly million of donor money into his own pockets since leaving office,0,0,0.0,neutral
"1623654354203955201 2023-02-09 12:05:38 +0000 <giusigiac> Urge un consiglio dei grandi ! Mattarella è il più maturo autorevole e saggio Capo di Stato d'Europa, tocca a Lui una spedizione di Pace in Russia ( è l'unico che ha l'autorevolezza per farlo ) . Sullo stiledella missione a Washington quando costrinse Trump al ritiro dalla Siria
",giusigiac urge un consiglio dei grandi mattarella è il più maturo autorevole e saggio capo di stato deuropa tocca a lui una spedizione di pace in russia è lunico che ha lautorevolezza per farlo sullo stiledella missione a washington quando costrinse trump al ritiro dalla siria,0,0,0.34,positive
"1623309158324764677 2023-02-08 13:13:57 +0000 <theonegeoffg> You can't ban something that is a guarantee in the Constitution. I believe the SCOTUS has spoken on this many times over. It will never happen. Thanks Trump.
",theonegeoffg you cant ban something that is a guarantee in the constitution i believe the scotus has spoken on this many times over it will never happen thanks trump,0,0,0.3649,positive
"1623715110777749505 2023-02-09 16:07:04 +0000 <Lougise> #BreakingNews  🙏Say A Little Prayer for #BurtBacharach 🤖#Robot #Chat War: #Google Falling Behind #Microsoft?  🎢#Stocks Higher 🏠#Mortgages Lower 💸72% Approve of #Biden #SOTU 🔥#Trump Charges #DeSantis #Pedophile 🚨#Romney Calls #Santos an Ass   https://t.co/pyW24QQoYM
",lougise breakingnews 🙏say a little prayer for burtbacharach 🤖robot chat war google falling behind microsoft 🎢stocks higher 🏠mortgages lower 💸 approve of biden sotu 🔥trump charges desantis pedophile 🚨romney calls santos an ass,1,0,0.0938,positive
"1623676763602649089 2023-02-09 13:34:41 +0000 <Mbd733> Tyranny: ""A situation in which someone or something controls how you are able to live in an unfair way"" Thanks ASHLEY MOODY, RICK SCOTT, Gov. DESANTIS and the SCF proved that TYRANNY  is alive and well in Florida 2017-CA-2174, 2D18-3641, SC20-923 Trump's Cronies Destroying FL
",mbd tyranny a situation in which someone or something controls how you are able to live in an unfair way thanks ashley moody rick scott gov desantis and the scf proved that tyranny is alive and well in florida ca d sc trumps cronies destroying fl,0,0,-0.3818,negative
"1623714992221573120 2023-02-09 16:06:35 +0000 <PZavinsky> @nytimes More proof the Clown Traitor Trump thinks he is dictator for life as he make more ridiculous demands. America should ban him to Elba like Napoleon. It would be too good of a punishment for him, but at least he would no longer be a part of our country.
",pzavinsky more proof the clown traitor trump thinks he is dictator for life as he make more ridiculous demands america should ban him to elba like napoleon it would be too good of a punishment for him but at least he would no longer be a part of our country,0,0,-0.6593,negative
"1623281874901540866 2023-02-08 11:25:32 +0000 <Tulipanet1> @foosnickened311 @JemmingKristin @MrAndyNgo what?  Did they create the fake electoral slates, in preperation to the Jan6th transfer of power, to keep Trump in office?  Did they plan the insurrection march?  Did they speech and riled up the people that elections where stolen.......  Nah
",tulipanet what did they create the fake electoral slates in preperation to the janth transfer of power to keep trump in office did they plan the insurrection march did they speech and riled up the people that elections where stolen nah,0,0,-0.6808,negative
